SMILES,Name,hit
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,LOBARIC ACID,0.0
COc1c2ccccc2nc2occc12,DICTAMNINE,0.0
O=c1[nH]c2cc(Cl)ccc2o1,CHLORZOXAZONE,0.0
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,LINEZOLID,0.0
COC1C(OC(N)=O)C(O)C(Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],NOVOBIOCIN SODIUM,0.0
CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,ERYTHROMYCIN ETHYLSUCCINATE,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,HEXESTROL,0.0
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,HAEMATOXYLIN,0.0
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1.Cl.Cl,PUROMYCIN DIHYDROCHLORIDE,0.0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,DIFLUNISAL,0.0
C=CC(C)(O)CCC1C(=C)CC(OC(C)=O)C2C(C)(C)CCCC12C,LARIXOL ACETATE,0.0
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOREMIFENE CITRATE,0.0
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C.O.O.O,DOCETAXEL,0.0
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21.Cl,CHLORPROTHIXENE HYDROCHLORIDE,0.0
CCC(C(=O)[O-])C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1.[Na+],"SALINOMYCIN, SODIUM",0.0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,LAMOTRIGINE,0.0
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,HEDERAGENIN,0.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,PENTACHLOROPHENOL,0.0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1.O=[N+]([O-])O,ISOCONAZOLE NITRATE,0.0
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,ESCIN,0.0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1.[Na+],MONTELUKAST SODIUM,0.0
CCC(C)C(=O)OC1CC2(C)C(c3ccoc3)OC(=O)CC23OC2(C)OC34C(OC(C)=O)C3(O)C(OC(=O)C5(C)OC5C)C5(C)CC3(O)C(C)(C5CC(=O)OC)C14O2,UTILIN,0.0
COc1cc(O)cc(O)c1C(=O)c1ccccc1,ISOCOTOIN,0.0
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],SODIUM TETRADECYL SULFATE,0.0
Nc1nc2cc(Cl)ccc2o1,ZOXAZOLAMINE,0.0
Cc1cc(O)ccc1Cl,CHLOROCRESOL,0.0
CC1=CC(=O)C2=C(C)CCC3C(C)C(=O)OC3C12,LEUCODIN,0.0
CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,BACITRACIN,0.0
Cc1c2oc3c(C)ccc(C(=O)OC(C)C4NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)OC(C)C2NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,DACTINOMYCIN,0.0
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,CADIN-4-EN-10-OL,0.0
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,BEXAROTENE,0.0
CC1=CC(=O)c2c(O)cccc2C1=O,PLUMBAGIN,0.0
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,ETHAVERINE HYDROCHLORIDE,0.0
CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TRIPELENNAMINE CITRATE,0.0
Oc1ccc2ccccc2c1,beta-NAPHTHOL,0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,NITRENDIPINE,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,CHLORPROMAZINE HYDROCHLORIDE,0.0
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,ABAMECTIN (avermectin B1a shown),0.0
COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,RETUSIN,0.0
C=C(C)C1CC=C(C(=O)O)CC1,PERILLIC ACID (-),0.0
CCCCCC(=O)Cc1cc(O)cc(O)c1C(=O)Oc1cc(CC(=O)CCCCC)c(C(=O)O)c(OC)c1,ARTHONIOIC ACID,0.0
COc1ccccc1-c1cc(=O)c2c(OC)cccc2o1,"5,2'-DIMETHOXYFLAVONE",0.0
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,CLOFOCTOL,0.0
CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CC(OC(=O)CC)C2OC(=O)CC,ESTRIOL TRIPROPIONATE,0.0
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,RIBOSTAMYCIN SULFATE,0.0
O=C(O)CC[N+](=O)[O-],BOVINOCIDIN,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,PYRIMETHAMINE,0.0
CC1=CC(=O)c2ccccc2C1=O,MENADIONE,0.0
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1.O=S(=O)(O)O,GENTAMICIN SULFATE,0.0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,DOXYLAMINE SUCCINATE,0.0
O=C1C=CC(=O)c2c(O)cccc21,JUGLONE,0.0
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,AMOXAPINE,0.0
COc1cc2c(cc1OC)C1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2,ISOROTENONE,0.0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CANDESARTAN CILEXTIL,0.0
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,PTEROSTILBENE,0.0
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,LAPACHOL,0.0
COc1cc(C)c(C=CC=CC=CC=CC(=O)O)c(C)c1C,ACITRETIN,0.0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,ENILCONAZOLE SULFATE,0.0
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1.[Na+],CEPHAPIRIN SODIUM,0.0
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,RITONAVIR,0.0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,AMISULPRIDE,0.0
CC1(C)C(=O)C=CC2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,DEACETYLGEDUNIN,0.0
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,NAFTOPIDIL,0.0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CARVEDILOL,0.0
C#CCCCCCCCCCCCC(O)CC(O)CO,AVOCADYNE,0.0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,EPIGALLOCATECHIN-3-MONOGALLATE,0.0
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,"2,4-DINITROPHENOL",0.0
COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,"2',4'-DIHYDROXY-4-METHOXYCHALCONE",0.0
CNc1ccccc1C(=O)O,N-METHYLANTHRANILIC ACID,0.0
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)C=CC(=O)O,FESOTERODINE FUMARATE,0.0
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,ETHOPROPAZINE HYDROCHLORIDE,0.0
COc1c2ccoc2c(OC)c2oc(=O)ccc12,ISOPIMPINELLIN,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,TRIAMTERENE,0.0
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,alpha-MANGOSTIN,0.0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,CHLOROTHALONIL,0.0
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,STAVUDINE,0.0
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,DICLAZURIL,0.0
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,CLINDAMYCIN HYDROCHLORIDE,0.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CELECOXIB,0.0
COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O,ALPINETIN METHYL ETHER,0.0
O=C(OCc1ccccc1)c1cccnc1,BENZYL NICOTINATE,0.0
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,BENFLUOREX HYDROCHLORIDE,0.0
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,METHOPRENE (S),0.0
C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21.O,ENTECAVIR MONOHYDRATE,0.0
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,ETHINYL ESTRADIOL,0.0
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,SPIRAMYCIN,0.0
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,TRICLABENDAZOLE,0.0
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,CYCLOBENZAPRINE HYDROCHLORIDE,0.0
O=C(O)Cc1ccc(-c2ccccc2)cc1,FELBINAC,0.0
COc1c(-c2coc3cc4c(cc3c2=O)CC(O)C(C)(C)O4)ccc2c1C=CC(C)(C)O2,MUNDULONE,0.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,LITHOCHOLIC ACID,0.0
S=c1[nH]cnc2nc[nH]c12,MERCAPTOPURINE,0.0
O=C(C=Cc1ccccc1)c1ccc(O)cc1,4'-HYDROXYCHALCONE,0.0
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,TOLVAPTAN,0.0
CNCC(O)c1ccc(O)cc1,OXEDRINE,0.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,FISETIN,0.0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,SULFAMERAZINE,0.0
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,ORLISTAT,0.0
C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12,LUPEOL ACETATE,0.0
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,FEBUXOSTAT,0.0
N=C(N)NOCCC(N)C(=O)O,CANAVANINE,0.0
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,IOPANIC ACID,0.0
c1ccc2c(c1)[nH]c1cnccc12,NORHARMAN,0.0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"BETAMETHASONE 17,21-DIPROPIONATE",0.0
N=C1NC(=O)N2CC12,IMEXON,0.0
CC(=O)Oc1ccc(C=Cc2cc(OC(C)=O)cc(OC(C)=O)c2)cc1,TRIACETYLRESVERATROL,0.0
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,BROMHEXINE HYDROCHLORIDE,0.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,NOBILETIN,0.0
O=C(O)CCCCCCCCCCCCC1C=CCC1,CHAULMOOGRIC ACID,0.0
O=C(O)CCc1nc2ccccc2[nH]1,PROCODAZOLE,0.0
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZOLPIDEM,0.0
COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,PRIMAQUINE PHOSPHATE,0.0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,PROMETHAZINE HYDROCHLORIDE,0.0
O=C([O-])CCCc1ccccc1.[Na+],SODIUM PHENYLBUTYRATE,0.0
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=S(=O)(O)O,PHYSOSTIGMINE SULFATE,0.0
COc1ccc2c(c1)OCC(Cc1ccc(OC)c(O)c1)C2=O,"DEOXYSAPPANONE B 7,4'-DIMETHYL ETHER",0.0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,ELLAGIC ACID,0.0
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,PROPARACAINE HYDROCHLORIDE,0.0
CC(=O)C1C(=O)C=C(C)OC1=O,DEHYDROACETIC ACID,0.0
CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,BAZEDOXIFENE ACETATE,0.0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,SYMCLOSENE,0.0
COc1c(O)cccc1O,2-METHOXYRESORCINOL,0.0
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,REPAGLINIDE,0.0
CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(O)CCC4(C)C3CCC12C,5alpha-CHOLESTAN-3beta-OL-6-ONE,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,PROCHLORPERAZINE EDISYLATE,0.0
Cl.Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,PAROXETINE HYDROCHLORIDE,0.0
COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,CEPHARANTHINE,0.0
COC1CC(OC2C(C)=CCC3CC(CC4(CCC(C)C(C5CCCCC5)O4)O3)OC(=O)C3C=C(C)C(=NO)C4OCC(=CC=CC2C)C34O)OC(C)C1O,SELAMECTIN,0.0
COc1cc(C=CC(=O)O)ccc1O,FERULIC ACID,0.0
CCC(c1cccc(O)c1)C(C)CN(C)C.Cl,TAPENTADOL HYDROCHLORIDE,0.0
CC(C)NCC(O)c1cc(O)cc(O)c1,METAPROTERENOL,0.0
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,AVOCADYNE ACETATE,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],NISOLDIPINE,0.0
CCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,ANTIMYCIN A (A1 shown),0.0
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,TEMAZEPAM,0.0
COc1cc2c(=O)c(-c3ccc4c(c3)OCO4)coc2c2c1OC(C)(C)C=C2,DURMILLONE,0.0
COc1cccc(C(=O)c2ccccc2)c1,CEAROIN 3-METHYL ETHER,0.0
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,MITOTANE,0.0
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GLAFENINE,0.0
Cl.NC(Cc1ccc(O)cc1)C(=O)O,TYROSINE HYDROCHLORIDE,0.0
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,TOPIRAMATE,0.0
COc1ccc2c(=O)ccoc2c1,7-METHOXYCHROMONE,0.0
O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,PUERARIN,0.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O.Cl,MOEXIPRIL HYDROCHLORIDE,0.0
CCCCC(CC)COC(=O)c1ccccc1O,OCTISALATE,0.0
COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,"5,7,4'-TRIMETHOXYISOFLAVONE",0.0
CC1=CC2C(CC1=O)C2(C)C,2-CARENE-3-ONE,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,LORATADINE,0.0
O=C(O)c1ccc2c(c1)OCO2,PIPERONYLIC ACID,0.0
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],THIOPENTAL SODIUM,0.0
CC(O)(CC(=O)O)CC(=O)O,MEGLUTOL,0.0
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,SULFAPHENAZOLE,0.0
COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,ANGOLENSIN (R),0.0
CCCCOc1ccc(CC(=O)NO)cc1,BUFEXAMAC,0.0
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],VALETHAMATE BROMIDE,0.0
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,RETINYL PALMITATE,0.0
Nc1nc2ncc(=O)[nH]c2c(=O)[nH]1,XANTHOPTERIN,0.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,DEOXYCHOLIC ACID,0.0
CC(=O)NC(Cc1ccccc1)C(=O)O,AFALANINE,0.0
CC(C)c1cccc(C(C)C)c1O,PROPOFOL,0.0
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,PIPERONYL BUTOXIDE,0.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CLOMIPHENE CITRATE,0.0
COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,TEPOXALIN,0.0
Nc1nc(S)c2nc[nH]c2n1,TIOGUANINE,0.0
COc1ccc(C(C)=O)c(O)c1,PAEONOL,0.0
CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,CARNOSIC ACID,0.0
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],ERYTHROSINE SODIUM,0.0
COC1C(C(=O)O)OC(C)C(O)C1O.COC1OC(C(=O)O)C(O)C(O)C1O,"ALGINIC ACID [Mol Wt ~200,000; monomers shown]",0.0
C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],HEXAMETHONIUM BROMIDE,0.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,"5alpha-ANDROSTAN-3,17-DIONE",0.0
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,PENBUTOLOL SULFATE,0.0
CC(=O)c1c(O)cc(O)cc1O,PHLORACETOPHENONE,0.0
CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O.Cl,CLINDAMYCIN PALMITATE HYDROCHLORIDE,0.0
CN1CCCCC1c1ccc(-c2cccnc2)nc1.Cl,ANABASAMINE HYDROCHLORIDE,0.0
CC(C)NCC(O)c1ccc2ccccc2c1.Cl,PRONETALOL HYDROCHLORIDE,0.0
CC(O)C(=O)[O-].[Na+],SODIUM LACTATE,0.0
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,TILMICOSIN,0.0
CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,TRILOSTANE,0.0
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,CHOLESTERYL ACETATE,0.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,OXYPHENBUTAZONE,0.0
CC(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,SULFISOXAZOLE ACETYL,0.0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,FLUTAMIDE,0.0
N=C(N)NS(=O)(=O)c1ccc(N)cc1,SULFAGUANIDINE,0.0
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,ATRANORIN,0.0
Cl.NCCCC(N)(C(=O)O)C(F)F.O,EFLORNITHINE HYDROCHLORIDE HYDRATE,0.0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,PRASTERONE,0.0
Cl.N=C(N)NCCCC(N)C(=O)O,ARGININE HYDROCHLORIDE,0.0
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,OXFENDAZOLE,0.0
CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OC(O)C1(C)OC41,ACTEIN,0.0
Cc1cc(O)cc(O)c1C(=O)O,ORSELLINIC ACID,0.0
CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,CITRININ,0.0
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,SITAGLIPTIN PHOSPHATE,0.0
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,PICROPODOPHYLLIN,0.0
NCC1(CC(=O)O)CCCCC1,GABAPENTIN,0.0
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,ESTRADIOL VALERATE,0.0
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,LINCOMYCIN HYDROCHLORIDE,0.0
CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,SCLAREOLIDE,0.0
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,MAPROTILINE HYDROCHLORIDE,0.0
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,IVERMECTIN,0.0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,TRICHLORFON,0.0
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,PIRENPERONE,0.0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,SULFAMONOMETHOXINE,0.0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,FIPRONIL,0.0
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,CLOMIPRAMINE HYDROCHLORIDE,0.0
Cl.N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,VILAZODONE HYDROCHLORIDE,0.0
COc1cc2c(cc1OC)Cc1cc(OC)c(OC)cc1Cc1cc(OC)c(OC)cc1C2,CYCLOVERATRYLENE,0.0
COC(=O)CC1C2(C)CC34OC5(C)OC6(C7C(=C(O)C(C)C)C(=O)OC(c8ccoc8)C7(C)C(OC(C)=O)C(OC(C)=O)C6(O5)C13C)C(OC(C)=O)C4(O)C2OC(=O)C(C)C,BUSSEIN,0.0
Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O,LECANORIC ACID,0.0
CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,PHTHALYLSULFACETAMIDE,0.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,MOMETASONE FUROATE,0.0
NNCCc1ccccc1.O=S(=O)(O)O,PHENELZINE SULFATE,0.0
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1.Cl,TRIPROLIDINE HYDROCHLORIDE,0.0
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,OXETHAZAINE,0.0
Nc1ccccc1C(=O)CC(N)C(=O)O,KYNURENINE,0.0
COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1,"6,3'-DIMETHOXYFLAVONE",0.0
O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,ALOIN,0.0
CCC=CCC1=C(C)CCC1=O,JASMONE,0.0
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,MEDROXYPROGESTERONE ACETATE,0.0
CCC(C=CC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)C,"STIGMASTA-4,22-DIEN-3-ONE",0.0
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12.O=C(O)C=CC(=O)O,TEGASEROD MALEATE,0.0
