SMILES,Name,hit_inh,hit_kill
C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1 |&1:1|,fendiline,False,False
NC(=O)c1nc(F)c[nH]c1=O,favipiravir,False,False
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,moxisylyte,False,False
CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)C1CCCC1,DPCPX,False,False
CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)Nc1cc(-c2cnn3CC(C)(C)Cc23)c(Cl)cn1,AZD4573,False,False
OC(=O)CCc1nc2ccccc2[nH]1,procodazole,False,False
CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C |c:19|,cefathiamidine,False,False
OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,phthalylsulfathiazole,False,False
Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12,nevirapine,False,False
C1CCC(CC1)Nc1nc(Nc2ccc(cc2)N2CCOCC2)nc2nc[nH]c12,reversine,False,False
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |t:8|,lynestrenol,False,False
CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl,teicoplanin,False,False
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1[nH]c(N)nc2=O,valaciclovir,False,False
OS(=O)(=O)c1ccc(cc1)-c1c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc([nH]2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc1[nH]2,TPPS4,False,False
C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,sparteine-sulfate,False,False
COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,RP67580,False,False
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,cholic-acid,False,False
"NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1 |&1:3,&2:5,r|",fidarestat,False,False
"COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1 |c:4,9|",niguldipine-(S)-(+),False,False
CCN1CCN(CC1)c1ccc(Nc2cc(ncn2)N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)cc1,NVP-BGJ398,False,False
CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21,bicuculline-(+),False,False
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(O)(O)=O)c4n3)n2)cc(OC)c1OC,fostamatinib,False,False
CNCCc1ccc(O)c(O)c1,deoxyepinephrine,False,False
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,tiotropium,False,False
OCCNC(=O)Cn1ccnc1[N+]([O-])=O,etanidazole,False,False
CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C |t:16|,norethisterone-enanthate,False,False
COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@](C)(=N)=O)c2)n1,atuveciclib,False,False
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(nn1)-c1cccc(F)c1,TD139,False,False
[O-][N+](=O)c1nccn1CC(=O)NCC(F)(F)C(F)(F)F,EF5,False,False
Oc1cccc2cccnc12,oxyquinoline,False,False
"CN1CCN(C)C(=O)[C@@H]1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1 |&1:8,r|",GDC-0834,False,False
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,NAN-190,False,False
COc1ccncc1C(=O)NC(=O)Nc1ccc(-c2ccccc2)c(c1)C(F)(F)F,S1P1-agonist-III,False,False
CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O,PF-431396,False,False
C(C#CCN1CCCC1)N1CCCC1,tremorine,False,False
"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O |a:4,5,22,&1:9|",carbenicillin,False,False
"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1)[N+]21CCCC1 |&1:1,4,7|",trospium,False,False
Fc1ccc(NC(=O)[C@@H]2[C@H](N(CC(F)(F)F)C(=O)c3ccccc23)c2cccnc2)cc1C#N,SJ-733,False,False
O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1,GPP-78,False,False
"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O |c:14,33,t:29,31|",deforolimus,False,False
CON(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,CP-316819,False,False
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,fluprazine,False,False
"COc1ccc(OC[C@H]2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(Cl)c2)cc1 |&1:8,r|",CIQ,False,False
C1CCC(CC1)NC1CCCCC1,dicyclohexylamine,False,False
OC[C@@H](NC(=O)Nc1ccc(cc1)-c1ccncc1)c1ccccc1,AS-1892802,False,False
NC[C@H]1CC[C@@H](CC1)C(O)=O |r|,tranexamic-acid,False,False
FS(=O)(=O)Cc1ccccc1,phenylmethylsulfonyl-fluoride,False,False
CN1CCC(CC1)C(=O)N1c2ccccc2NC(=O)c2cccnc12,nuvenzepine,False,False
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,bazedoxifene,False,False
CS(=O)(=O)c1ccc(cc1)[C@@H](CC1CCCC1)C(=O)Nc1nccs1,Ro-28-1675,False,False
Cc1cccc(C)c1N(CC(=O)Nc1ccc(cc1)-c1ncon1)C(=O)C1CCS(=O)(=O)CC1,amenamevir,False,False
COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1,ML365,False,False
"CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1 |c:24,t:20|",ciclesonide,False,False
CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1,sildenafil,False,False
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,physostigmine,False,False
CC(C)(CO)[C@@H](O)C(=O)NCCCO,dexpanthenol,False,False
Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)n(n1)-c1ccccc1,ML297,False,False
CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)c1ccnc2ccc(OC)cc12,quinine-ethyl-carbonate,False,False
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,perindopril,False,False
N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1,remodelin,False,False
NCCc1cc(O)c(O)cc1O,oxidopamine,False,False
"CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O |&1:6,r|",sulpiride,False,False
CN(C)Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,PBT-1033,False,False
"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2C4=NC5(CCN(CC(C)C)CC5)NC4=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(=O)c2c(O)c3C |c:36,t:3,15,30,38|",rifabutin,True,False
OC(=O)c1ccc(cc1)N1N=C(Cc2ccccc2)\C(=C/c2ccc(o2)-c2ccccc2F)C1=O |t:11|,GS-143,False,False
O=c1cc[nH]c(=O)[nH]1,uracil,False,False
"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C |c:23,t:3,25|",rifamycin,False,False
O=C1c2ccccc2C(=O)c2ccccc12,anthraquinone,False,False
"C[C@H]1CCC[C@@H](C)N1 |&1:1,&2:5,r|","2,6-dimethylpiperidine",False,False
Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2\C=C(/C#N)c2nc3ccccc3s2)c1,CCG-63802,False,False
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13 |t:6|,eplerenone,False,False
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,tideglusib,False,False
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O,hetacillin,False,False
CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(O)=O)[C@H]12 |t:5|,RU-28318,False,False
"CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1c1ccccc1Cl)C(=O)OC |&1:16,r,c:5,14|",amlodipine,False,False
COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,ONX-0914,False,False
OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1\C=C\c1ccc(O)c(O)c1,salvianolic-acid-A,False,False
C[C@@H](CN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O)NC(=O)c1ccc2ccccc2c1,VU0155069,False,False
Nc1ccc(cc1)S(N)(=O)=O,sulfanilamide,False,False
O[C@@H](CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1,ezetimibe,False,False
"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1cc(C)cc(C)c1 |&1:2,&2:5,&3:7,r,TLB:0:1:3.4:6.7.8|","tropanyl-3,5-dimethylbenzoate",False,False
"Ic1ccc(CN2CCC(CC2)[C@]2(CCC(=O)NC2=O)c2ccccc2)cc1 |&1:12,r|",iododexetimide,False,False
COc1c2occc2cc2ccc(=O)oc12,methoxsalen,False,False
OP(O)(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,fosphenytoin,False,False
FC(F)(F)c1ccc(cc1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O |c:20|,tecovirimat,False,False
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,ethinyl-estradiol,False,False
OC(=O)c1ccc(cc1)N1C(=O)\C(=C\c2ccc(o2)-c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1 |c:31|,4E1RCat,False,False
Nc1nc2c(ccc3ccccc23)s1,SKA-31,False,False
COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,A-803467,False,False
Cc1nc2ccccc2c(-c2ccc3OCCc4ccnc2c34)c1[C@H](OC(C)(C)C)C(O)=O,BI-224436,False,False
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,merimepodib,False,False
Cn1c2nc(Oc3cccc(Cl)c3)n(Cc3ccc(Cl)cc3)c2c(=O)n(CCCO)c1=O,HC-070,False,False
O[C@@H]1CCN(C1)c1ncc(cc1-c1cc[nH]n1)C(=O)Nc1ccc(OC(F)(F)Cl)cc1,asciminib,False,False
CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1,azimilide,False,False
Nc1nc(N)c2nc(c(N)nc2n1)-c1ccccc1,triamterene,False,False
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)N1Cc2ccccc2NC1=O,DAU-5884,False,False
COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O |c:11|,alisertib,False,False
CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,anamorelin,False,False
CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(O)=O,amdinocillin,False,False
[H][C@]12CO[P@](S)(=O)O[C@@]3([H])[C@@H](O)[C@@H](O[C@]3([H])CO[P@](S)(=O)O[C@@]([H])([C@@H](O1)n1cnc3c(N)ncnc13)[C@]2([H])O)n1cnc2c(N)ncnc12,MIW-815,False,False
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,cedrol-(+),False,False
"C[C@]1(NCCc2cc(O)c(O)cc12)C(O)=O |&1:1,r|",salsolinol-1-carboxylic-acid,False,False
CCCc1nc(C)c2n1[nH]c(nc2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,vardenafil,False,False
CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1,tazarotene,False,False
CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1 |c:13|,levomenol,False,False
CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)cc1,sotagliflozin,False,False
"CCCOc1ccc(cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1)S(=O)(=O)NCC[C@@H]1CCCN1C |&1:30,r|",udenafil,False,False
"COc1cc(Br)c(C[N+]2(CCOCC[C@H]3CC[C@@H]4C[C@H]3C4(C)C)CCOCC2)cc1OC |&1:17,19,&2:14,r|",pinaverium,False,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O,imidapril,False,False
C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,AZD6482,False,False
Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,denotivir,False,False
OCCC#Cc1nc(c(-c2ccncc2)n1CCCc1ccccc1)-c1ccc(F)cc1,RWJ-67657,False,False
"CCC1=C(C)\C2=C\c3c(C=C)c(C)c4\C=C5/N=C([C@@H](CCC(O)=O)[C@@H]5C)/C(/CC(O)=O)=c5/c(C(O)=O)c(C)\c(=C\C1=N2)n5[Cu]n34 |&1:18,&2:24,r,c:2,14,16,42,t:5,31,39|",chlorophyllin-copper,False,False
NC(=O)c1ccc(F)c2OC[C@@H](Cc12)N(C1CCC1)C1CCC1,robalzotan,False,False
[H][C@]1(Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C)NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O,setmelanotide,False,False
CC(C)C(=O)Nc1ncc(s1)-c1cc(nn1-c1c(Cl)cccc1Cl)C(F)F,LIMKi-3,False,False
CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,val-tyr,False,False
CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1c1ccc(OC)cc1)C(O)=O)c1ccc2OCOc2c1,atrasentan,False,False
FC(F)(F)c1sc(cc1-c1ccccc1)-c1nc(no1)-c1cccc(c1)C(F)(F)F,SEW-2871,False,False
N[C@@H](Cc1cc(CP(O)(O)=O)cc(c1)-c1ccccc1Cl)C(O)=O,SDZ-220-581,False,False
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,arcyriaflavin-a,False,False
COc1cc2CCN3C[C@@H](CC(C)C)[C@H](O)C[C@@H]3c2cc1OC,NBI-98782,False,False
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,hycanthone,False,False
COc1cc2ncc(nc2cc1OC)-c1ccccc1,tyrphostin-AG-1296,False,False
"C1CN=C(N\N=C\c2c3ccccc3c(\C=N\NC3=NCCN3)c3ccccc23)N1 |t:2,19|",bisantrene,False,False
"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](CO)c1ccccc1 |a:2,5,7,&1:12,THB:9:7:1:3.4|",atropine,False,False
CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12,FK-888,False,False
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:12|,cefetamet,True,False
CCn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,I-BRD9,False,False
Fc1ccccc1NS(=O)(=O)c1cc(C(=O)N2CCN3CCC[C@@H]3C2)c(Cl)cc1F,ABT-639,False,False
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)COc1c(OC)cccc1C(C)C,Rec-15/2615,False,False
"OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)n1ccc(O)cc1=O |&1:2,&2:4,&3:5,&4:7,r|",3-deazauridine,False,False
CN1[C@@H](CCC1=O)c1cccnc1,cotinine,False,False
"CCOC(=O)C1=C(C)NC2=C([C@@H]1c1ccc(cc1)-c1ccccc1)C(=O)CC(C)(C)C2 |&1:11,r,c:5,9|",ITD-1,False,False
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,ricinoleic-acid,False,False
COc1cccc(\C=N\N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,J147,False,False
CCn1c(n[nH]c1=O)-c1ccc(Cl)cc1,"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one",False,False
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C,ginsenoside-C-K,False,False
Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(n1)-c1cc(O)c(O)c(c1)[N+]([O-])=O,opicapone,False,False
CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1 |&1:13|,AM-92016,False,False
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,aztreonam,False,False
"C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1 |c:1,t:6|",costunolide,False,False
OC(=O)CCc1ccc(cc1F)C#Cc1ccccc1CC#N,TUG-770,False,False
Nc1ccncc1,dalfampridine,False,False
CCn1c(cc2c1nc(Nc1cc(C)n(C)n1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1,BMS-911543,False,False
"C[C@@H](CN(C(C)=O)c1c(I)cc(I)c(N)c1I)C(O)=O |&1:1,r|",iocetamic-acid,False,False
COc1cc(\C=C\C(=O)N2CCCCCCC2)cc(OC)c1OC,cinoctramide,False,False
COc1ccc2n([Mg]n3c(nc4cc(OC)ccc34)[S@@](=O)Cc3ncc(C)c(OC)c3C)c(nc2c1)[S@@](=O)Cc1ncc(C)c(OC)c1C |r|,omeprazole-magnesium,False,False
FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1,PF-04457845,False,False
OC(=O)[C@@H](S)[C@@H](S)C(O)=O,dimercaptosuccinic-acid,False,False
NC(=O)c1cccc(N)c1,3-amino-benzamide,False,False
Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl,LH846,False,False
O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1,bavisant,False,False
Clc1cccc(c1Cl)-n1nnnc1NCc1ccccc1Oc1ccccn1,A-839977,False,False
N[C@@H](CC(=O)NO)C(O)=O,L-asparagine-N-hydroxy,False,False
C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(O)cc1)c1ccccc1,PKI-166,False,False
CCOc1cccc(NC(=O)c2ccc(N3CCCC3)c(c2)C(F)(F)F)c1,EPPTB,False,False
CCCCc1cc2ccccc2c(OCCN(C)C)n1,dimethisoquin,False,False
"O[C@@]12[C@H]3[C@H]4[C@H]5[C@@H]3[C@@H]([C@H]3[C@@H]5C[C@@H]4[C@@H]13)N2CCc1cccc(F)c1 |&1:1,&2:2,&3:3,&4:4,&5:5,&6:6,&7:7,&8:8,&9:10,&10:11,r,TLB:13:12:2.5:7.11|",TC1,False,False
NC(=N)SCCc1cnc[nH]1,imetit,False,False
N[C@@H](CN1CC(=O)C(=O)C=C1)C(O)=O |c:9|,L-mimosine,False,False
C[C@@H](N)CCCC(C)(C)O |&1:1|,heptaminol,False,False
Cn1cnc(=N)c2[nH]cnc12,3-methyladenine,False,False
Cc1coc-2c1C(=O)C(=O)c1c3CCCC(C)(C)c3ccc-21,tanshinone-IIA,False,False
C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO,choline-alfoscerate,False,False
COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1,compound-58112,False,False
O[C@@H](CNC(=O)c1cc(NC2COC2)ncn1)CN1CCc2ccccc2C1,EPZ015666,False,False
CC(C)OC(=O)N[C@@H]1Cc2c(C1)c1cc(ccc1n2Cc1ccccn1)C#N,LY2452473,False,False
Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,INH1,False,False
"ClC(Cl)[C@@H](c1ccc(Cl)cc1)c1ccccc1Cl |&1:3,r|",mitotane,False,False
"C[C@@H](N)Cc1ccc(cc1C)N(C)C |&1:1,r|",amiflamine,False,False
CN1CCN(CC1)c1c(F)cc2c(c1F)n(CCF)cc(C(O)=O)c2=O,fleroxacin,True,False
"Cc1ccccc1CN1C2=NCCN2C2=C(CN(Cc3ccccc3)CC2)C1=O |t:10,16|",ONC201,False,False
Cc1ccccc1\N=N\c1ccc(NC(=O)c2ccnn2C)c(C)c1,CH223191,False,False
COc1cc2c(nc(nc2cc1OCCCN1CCCC1)C1CCCCC1)N(C)C1CCN(CC1)C(C)C,UNC0737,False,False
CC(C)n1c(C)ncc1-c1ccnc(Nc2ccc(cc2)S(C)(=O)=O)n1,AZD5438,False,False
Fc1cc(F)cc(c1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2C[C@]3(Cc2c1)C(=O)Nc1ncccc31,MK-3207,False,False
OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(O)c(I)c2oc2c(I)c(=O)c(I)cc12,rose-bengal,False,False
COc1ccc(C(=O)c2ccccc2O)c(O)c1,dioxybenzone,False,False
Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1,fluspirilene,False,False
COc1cc(cc(OC)c1OC)C(=S)N1CCOCC1,sulmetozine,False,False
COc1cc(cc(Br)c1OC)[C@H]1C(C#N)=C(N)Oc2c(N)c(N)ccc12 |t:15|,crolibulin,False,False
"FC(F)(F)c1cccc(c1)[C@H]1CNCCO1 |&1:10,r|",flumexadol,False,False
Cc1nc(nn1Cc1cccc(c1)N1CCC(CC1)S(C)(=O)=O)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,IACS-10759,False,False
C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,epothilone-A,False,False
CC[C@@H]1CN2C(=N1)c1nc([nH]c1N(C)C2=O)-c1ccccc1 |c:5|,PSB-11,False,False
FC(F)(F)c1ccc2nc([nH]c2c1)[C@@H]1[C@H]2Oc3ccc(Oc4ccnc5NC(=O)CCc45)cc3[C@@H]12,lifirafenib,False,False
"COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I |&1:14,&2:26,r|",iopromide,False,False
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,treosulfan,False,False
[O-][N+]CNc1ccc(N2CCOCC2)c(Cl)c1,TS-011,False,False
"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |a:1,3,15,20,&1:5,&2:6,&3:17,c:13,t:9|",prednisolone,False,False
CCC1(C)CC(=O)NC(=O)C1,bemegride,False,False
"CC(C)NC[C@@H](O)c1cc(C)ccc1C |&1:5,r|","benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",False,False
CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO,M-344,False,False
,,False,False
C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,ercalcitriol,False,False
CN1CCN(CC1)C(=O)c1cc2cc(Cl)ccc2[nH]1,JNJ-7777120,False,False
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,tiagabine,False,False
CCn1c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2c(=O)n(CC)c1=O,istradefylline,False,False
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O,probenecid,False,False
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,tolbutamide,False,False
CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS(O)(=O)=O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(O)(=O)=O)c2ccc3ccccc3c12 |c:11|,indocyanine-green,False,False
